"Sale_Price","Gr_Liv_Area","Mas_Vnr_Area","Age_Remodel","Bedroom_AbvGr","Total_Bsmt_SF","Garage_Cars","Full_Bath","Fireplaces","Bldg_Type"
336000,2612,975,10,4,1225,3,2,1,"OneFam"
265000,2344,921,12,3,1264,3,2,1,"OneFam"
315000,2063,634,14,3,2024,3,2,2,"OneFam"
260000,2646,256,16,4,1347,3,2,1,"OneFam"
260000,2061,286,13,3,1070,2,2,1,"OneFam"
263550,2232,372,15,3,1173,2,2,1,"OneFam"
402000,2448,528,4,4,1629,3,2,1,"OneFam"
248000,1850,0,15,3,973,2,2,1,"OneFam"
244600,1468,72,0,3,1468,3,2,1,"OneFam"
275000,1696,240,1,3,1696,3,2,0,"OneFam"
257500,1658,294,1,3,1614,3,2,1,"OneFam"
287090,1578,194,0,3,1573,3,2,1,"OneFam"
275500,1702,260,2,3,1702,3,2,1,"OneFam"
245000,1432,206,3,3,1422,2,2,1,"OneFam"
253000,1971,0,4,3,1113,2,2,1,"OneFam"
468000,2490,198,3,2,2458,3,2,2,"OneFam"
252678,1852,0,0,3,900,2,2,1,"OneFam"
210000,1590,0,1,3,768,2,2,0,"OneFam"
208300,1218,0,0,2,1218,2,2,0,"OneFam"
225000,1436,0,0,3,1436,2,2,0,"OneFam"
229456,1314,72,0,3,1300,2,2,0,"OneFam"
229800,1402,0,1,3,1402,2,2,0,"OneFam"
250000,1530,120,1,3,1530,3,2,1,"OneFam"
370878,1766,162,0,2,1766,3,2,1,"OneFam"
238500,1448,238,2,2,1372,2,2,1,"OneFam"
310000,2007,160,1,3,1017,3,2,1,"OneFam"
270000,1795,121,3,3,900,3,2,1,"OneFam"
252000,1953,0,3,3,1082,3,2,1,"OneFam"
241000,1550,100,2,2,1092,2,2,0,"OneFam"
264500,1836,288,0,3,1836,2,2,1,"OneFam"
291000,1662,0,2,3,1652,3,2,1,"OneFam"
263000,2094,0,5,4,912,2,2,1,"OneFam"
185000,1221,0,4,2,1221,2,2,0,"OneFam"
234500,1553,0,5,3,1553,2,2,0,"OneFam"
209000,1653,0,6,3,812,2,2,0,"OneFam"
159000,1218,0,2,3,1218,2,1,0,"OneFam"
152000,1141,0,3,3,1141,2,1,0,"OneFam"
143500,1158,0,5,3,1158,0,1,0,"OneFam"
193000,1812,0,5,3,835,2,2,0,"OneFam"
203000,1512,264,5,3,1512,3,2,0,"OneFam"
184900,1200,0,6,2,1176,2,2,0,"OneFam"
159000,1114,0,4,3,1114,2,1,0,"OneFam"
142000,1114,0,5,3,1114,0,1,0,"OneFam"
153000,1114,0,5,3,1114,2,2,0,"OneFam"
224243,1450,140,0,2,1450,3,2,0,"OneFam"
220000,2122,132,12,4,913,2,2,1,"OneFam"
257000,1844,366,3,2,1844,2,2,1,"OneFam"
189000,1434,0,8,3,1454,2,2,1,"OneFam"
171500,1730,0,17,3,816,2,2,0,"OneFam"
120000,1217,0,29,3,626,1,1,1,"TwnhsE"
145000,1332,0,18,2,1332,2,2,0,"TwnhsE"
184000,1540,0,15,3,754,2,2,0,"OneFam"
162000,1400,141,23,3,676,2,2,0,"OneFam"
160000,1882,0,28,4,0,2,2,2,"Duplex"
82000,841,0,59,2,721,1,1,0,"OneFam"
76000,784,0,59,2,784,2,1,0,"OneFam"
110000,980,0,47,3,980,2,1,0,"OneFam"
135000,980,153,32,3,980,2,1,0,"OneFam"
141000,864,0,48,3,864,2,1,0,"OneFam"
122000,864,0,48,2,864,1,1,0,"OneFam"
124100,1020,0,44,3,1024,1,2,0,"OneFam"
129000,912,0,14,3,912,1,1,0,"OneFam"
131400,1144,0,26,3,864,1,1,1,"OneFam"
62383,864,0,44,3,864,1,1,1,"OneFam"
123000,912,60,47,3,912,1,1,0,"OneFam"
275000,2014,115,29,2,2014,3,2,2,"OneFam"
235000,1755,196,1,3,975,2,2,1,"OneFam"
280750,3005,0,4,3,1376,3,2,1,"Twnhs"
164500,1224,76,0,2,612,2,2,0,"TwnhsE"
173733,1224,76,0,2,612,2,2,0,"TwnhsE"
222000,1726,280,1,2,1726,2,2,1,"TwnhsE"
195000,1256,252,1,1,1145,2,1,1,"TwnhsE"
172500,1471,894,10,3,729,2,2,0,"TwnhsE"
180000,1512,513,9,2,756,2,2,0,"TwnhsE"
156000,1452,218,10,3,691,2,2,0,"TwnhsE"
172500,1739,456,9,3,970,2,2,0,"Twnhs"
318750,1694,450,1,2,1694,2,2,1,"OneFam"
211500,1226,0,28,1,1226,2,1,2,"TwnhsE"
241600,1740,0,28,2,1740,2,1,0,"OneFam"
180500,2499,200,33,4,392,2,2,1,"OneFam"
150000,1620,0,16,3,1281,2,2,1,"OneFam"
154000,1556,0,41,4,727,2,1,0,"OneFam"
185000,1442,571,39,2,1442,2,2,1,"OneFam"
185750,1489,0,41,3,1489,2,2,1,"OneFam"
200000,2090,240,36,3,1107,2,2,2,"OneFam"
206000,2067,0,35,3,752,2,2,2,"OneFam"
162000,1395,0,37,3,723,2,1,1,"OneFam"
256900,2640,256,12,5,932,2,2,1,"OneFam"
197900,1724,359,33,3,1680,2,1,1,"OneFam"
163000,1336,128,40,3,1288,2,2,1,"OneFam"
113000,1216,200,40,3,1216,1,1,0,"OneFam"
230000,2288,283,17,4,908,2,1,2,"OneFam"
167900,1334,360,32,2,1350,2,2,1,"OneFam"
213250,1680,0,10,3,1650,2,2,1,"OneFam"
227000,1665,0,8,3,810,2,2,0,"OneFam"
130000,864,0,42,2,864,1,1,0,"OneFam"
143000,1568,0,42,3,1568,2,1,0,"OneFam"
117500,925,0,44,2,925,1,1,0,"OneFam"
168500,2061,252,35,4,1165,2,2,1,"OneFam"
172500,1320,509,38,3,1232,2,2,1,"OneFam"
161500,1342,0,42,3,1372,2,2,1,"OneFam"
141500,894,0,49,2,894,2,1,1,"OneFam"
118000,864,0,50,3,864,1,1,0,"OneFam"
127500,864,0,50,2,864,1,1,0,"OneFam"
140000,1362,160,52,3,1040,3,1,1,"OneFam"
177625,1728,70,53,3,1048,2,2,1,"OneFam"
110000,1776,95,51,4,1584,3,2,0,"Duplex"
167000,1516,180,45,3,1516,2,1,0,"OneFam"
153000,1313,217,14,3,1313,2,1,1,"OneFam"
145100,1292,144,45,3,1292,2,1,2,"OneFam"
154000,1154,200,43,3,1154,2,1,1,"OneFam"
177500,2140,0,44,4,744,2,2,1,"OneFam"
158000,1445,115,45,3,1127,2,1,1,"OneFam"
124500,1041,132,50,3,1041,1,1,0,"OneFam"
174500,1576,90,48,4,1208,2,1,1,"OneFam"
122000,960,0,54,2,960,1,1,0,"OneFam"
82500,708,0,59,2,420,0,1,0,"OneFam"
110000,1203,161,59,3,709,1,1,1,"OneFam"
149500,1505,90,56,2,1505,2,1,1,"OneFam"
175000,1691,0,42,2,1680,2,1,0,"OneFam"
167000,1644,238,56,3,1416,2,1,2,"OneFam"
128900,1050,0,53,2,1050,1,1,0,"OneFam"
140000,1668,0,4,3,856,1,1,0,"OneFam"
147000,1113,0,2,3,1113,1,1,1,"OneFam"
124000,1584,0,42,4,1584,3,2,0,"Duplex"
187500,1453,3,48,3,1453,2,2,1,"OneFam"
159000,1394,247,46,3,1394,2,1,2,"OneFam"
256000,1567,210,1,2,1562,2,2,2,"OneFam"
205000,1986,176,19,3,768,2,2,3,"OneFam"
193500,2142,576,41,4,896,1,2,1,"OneFam"
110000,1392,216,41,2,1392,2,1,2,"OneFam"
104900,1738,0,2,4,715,1,2,1,"OneFam"
150000,1144,164,53,3,1169,1,1,0,"OneFam"
156500,1478,0,52,3,1478,2,1,2,"OneFam"
176000,1329,128,49,3,1329,2,1,2,"OneFam"
149500,988,0,11,3,988,1,2,0,"OneFam"
139000,1632,183,21,3,1240,1,2,1,"OneFam"
155000,1215,176,11,3,1215,1,1,0,"OneFam"
120000,1202,0,53,3,1202,1,1,0,"OneFam"
153000,1382,0,54,3,1382,1,1,0,"OneFam"
144000,1200,0,53,3,1200,1,1,2,"OneFam"
176000,1382,399,47,3,1362,2,1,1,"OneFam"
153000,1297,650,19,3,1297,2,1,1,"OneFam"
135000,1866,657,51,4,1866,2,2,0,"Duplex"
131000,1062,80,55,3,1062,1,1,0,"OneFam"
123000,1319,0,56,3,608,1,1,0,"OneFam"
126000,1112,0,58,2,631,2,1,0,"OneFam"
115000,1005,0,54,2,1005,2,1,1,"OneFam"
164900,1363,70,9,2,1008,1,1,2,"OneFam"
113000,793,0,59,2,793,1,1,0,"OneFam"
145500,1031,0,4,2,1031,1,1,0,"OneFam"
102900,1210,140,56,2,0,1,1,0,"OneFam"
95000,1699,0,39,3,978,2,2,0,"TwoFmCon"
152500,1527,0,10,3,699,2,1,1,"OneFam"
129900,1200,0,59,3,1200,1,1,0,"OneFam"
132000,972,0,7,2,972,1,1,1,"OneFam"
99900,792,0,51,2,792,1,1,0,"OneFam"
135000,1656,0,22,3,660,1,2,0,"OneFam"
149000,1352,0,3,4,676,2,2,0,"OneFam"
114000,1039,0,6,2,405,1,1,0,"OneFam"
109500,792,0,3,2,768,1,1,0,"OneFam"
125000,1078,0,59,3,1054,1,1,0,"OneFam"
142900,2377,0,59,3,1313,2,2,1,"OneFam"
156500,1690,0,1,4,560,2,2,0,"OneFam"
59000,599,0,59,2,416,0,1,0,"OneFam"
105000,1374,0,59,2,840,1,1,0,"OneFam"
106000,846,0,59,2,720,2,1,0,"OneFam"
78500,725,0,11,1,630,1,1,0,"OneFam"
190000,2544,480,40,6,1248,3,2,0,"Duplex"
154000,1380,295,46,3,1380,1,1,0,"OneFam"
163000,1040,0,42,3,1040,2,1,1,"OneFam"
200000,2634,368,40,6,1248,4,2,0,"Duplex"
143500,951,0,2,2,951,2,1,0,"OneFam"
135000,1105,143,52,3,1105,1,1,0,"OneFam"
153000,1306,0,9,2,992,1,1,0,"OneFam"
157500,1478,30,49,3,1478,2,2,2,"OneFam"
113500,1142,82,51,2,160,1,1,1,"OneFam"
133000,1268,0,59,3,832,1,1,1,"OneFam"
92900,1040,0,59,2,0,2,2,0,"Duplex"
128500,1133,0,59,3,795,2,1,0,"OneFam"
90000,1040,0,59,2,0,2,2,0,"Duplex"
138000,1904,0,27,3,1208,1,1,0,"OneFam"
128000,1041,0,51,3,1041,1,1,0,"OneFam"
139000,1339,0,44,3,1029,1,1,0,"OneFam"
118900,732,0,57,2,732,1,1,0,"OneFam"
138000,1183,0,50,3,528,1,1,0,"OneFam"
132500,1148,0,50,3,1148,1,1,0,"OneFam"
133500,1461,0,13,4,832,1,2,0,"OneFam"
135000,1495,0,15,3,864,2,1,0,"OneFam"
144750,1806,420,45,4,780,2,1,0,"OneFam"
145000,941,124,31,2,941,2,1,0,"Duplex"
127000,1045,0,46,3,1045,1,1,1,"OneFam"
109500,894,0,47,2,894,1,1,0,"OneFam"
115000,1224,0,5,3,818,1,1,0,"OneFam"
110000,1230,0,28,2,440,2,1,0,"OneFam"
128900,1378,0,11,3,901,1,1,0,"OneFam"
103500,1944,0,59,4,972,2,2,0,"Duplex"
66500,1131,0,59,3,676,1,1,0,"OneFam"
130000,1306,0,6,3,240,2,1,0,"OneFam"
129000,1464,0,7,3,504,0,2,0,"OneFam"
150000,1558,0,59,3,690,2,1,1,"OneFam"
107500,2372,0,44,4,994,1,2,0,"OneFam"
94550,1701,0,59,4,600,0,2,0,"TwoFmCon"
124500,1960,360,57,4,960,2,2,0,"Duplex"
135000,1389,0,17,3,651,1,1,2,"OneFam"
103000,1447,0,59,3,801,0,1,0,"OneFam"
93000,936,0,56,2,936,2,1,0,"TwoFmCon"
129500,1328,0,39,3,768,1,1,0,"OneFam"
93000,1387,0,55,3,811,1,2,0,"TwoFmCon"
80000,861,0,59,2,861,2,1,0,"OneFam"
45000,612,0,59,1,0,1,1,0,"OneFam"
37900,968,0,59,2,600,0,1,0,"OneFam"
91300,886,0,13,2,190,1,1,0,"OneFam"
99500,792,0,59,2,624,1,1,0,"OneFam"
113000,1452,0,1,2,736,0,2,0,"TwoFmCon"
87500,1510,0,59,3,677,2,2,0,"OneFam"
110000,1284,0,59,2,720,1,1,0,"OneFam"
106000,2138,0,44,2,849,2,2,0,"OneFam"
265979,2640,0,6,4,1240,4,1,1,"OneFam"
160000,2007,0,59,3,917,1,2,0,"OneFam"
119000,1288,0,2,3,624,1,1,1,"OneFam"
168000,1742,0,23,4,916,2,1,1,"OneFam"
58500,816,0,59,2,624,0,1,1,"OneFam"
143000,1482,0,21,3,650,2,1,0,"OneFam"
85000,1022,0,3,2,1022,1,1,0,"OneFam"
124900,1869,0,13,2,1088,2,1,0,"OneFam"
119000,1480,0,59,3,972,1,1,0,"OneFam"
146500,1521,0,7,4,741,3,1,0,"OneFam"
34900,720,0,59,2,720,0,1,0,"OneFam"
44000,797,0,59,2,245,0,1,0,"OneFam"
223500,1576,0,5,3,1324,2,1,1,"OneFam"
149000,1432,0,59,3,1022,1,1,1,"OneFam"
205000,1548,0,2,3,952,2,2,0,"OneFam"
137000,1654,0,27,3,297,1,2,1,"OneFam"
121000,952,0,59,2,952,1,1,1,"OneFam"
128000,1324,0,59,3,672,1,1,0,"OneFam"
134900,1176,0,9,2,698,2,1,0,"OneFam"
117000,1348,0,12,3,884,1,1,1,"OneFam"
132500,1412,0,59,4,780,1,1,1,"OneFam"
93000,1142,444,59,3,468,1,1,0,"OneFam"
119000,904,0,5,2,884,1,1,0,"OneFam"
100000,1301,0,59,2,1145,2,1,0,"OneFam"
141500,1539,0,59,3,927,2,1,0,"OneFam"
133000,1573,0,14,3,884,1,1,0,"OneFam"
60000,800,0,59,1,264,0,1,1,"OneFam"
105000,875,0,16,2,715,1,1,0,"OneFam"
115000,995,0,10,2,960,1,1,0,"OneFam"
150000,1582,0,59,3,952,1,2,1,"OneFam"
126500,1072,0,59,2,1072,5,1,0,"OneFam"
214500,2134,0,15,5,844,2,2,0,"OneFam"
167500,2019,0,16,3,728,2,1,0,"OneFam"
155000,1768,0,59,3,1048,2,2,0,"OneFam"
155000,1826,0,4,4,910,1,1,1,"OneFam"
179900,1944,0,15,3,672,1,2,0,"OneFam"
104000,2229,0,59,5,755,0,1,0,"OneFam"
62500,2128,0,59,4,1040,0,2,0,"Duplex"
149000,1930,0,59,4,720,1,2,0,"OneFam"
103000,1208,0,59,2,780,2,1,0,"OneFam"
123000,1427,0,7,3,483,1,1,0,"OneFam"
97500,1864,188,9,6,1020,0,2,0,"TwoFmCon"
135000,1666,0,59,3,1204,1,1,0,"OneFam"
70000,892,0,59,1,858,0,1,0,"OneFam"
116000,1403,0,44,3,698,1,1,0,"TwoFmCon"
88750,704,0,8,2,560,1,1,0,"OneFam"
179000,1200,0,21,3,1200,0,3,0,"Duplex"
179000,1200,0,21,3,1200,0,3,0,"Duplex"
159900,1152,0,31,2,1152,1,2,0,"Duplex"
61000,904,0,59,1,683,0,0,0,"OneFam"
103600,1369,0,59,3,672,1,2,0,"OneFam"
63000,1112,0,59,4,585,1,2,0,"OneFam"
175000,1464,0,10,3,520,2,2,1,"OneFam"
139000,1121,0,46,3,1121,2,1,0,"OneFam"
172500,1683,92,31,3,918,2,2,1,"OneFam"
113500,1052,172,42,3,1052,1,1,1,"OneFam"
130000,899,89,5,3,864,1,1,0,"OneFam"
149900,1034,23,31,3,456,2,1,1,"OneFam"
134900,858,0,27,2,858,2,1,0,"OneFam"
137000,860,0,27,2,840,2,1,0,"OneFam"
139000,1092,116,47,3,1092,1,1,1,"OneFam"
165000,1774,0,48,4,552,1,2,1,"OneFam"
148000,1138,54,49,3,1138,2,1,1,"OneFam"
165000,2071,366,53,4,825,1,1,1,"OneFam"
63900,660,0,59,2,0,0,1,0,"OneFam"
161500,1788,0,20,5,1104,1,1,2,"OneFam"
143000,1473,0,6,1,1437,1,1,2,"OneFam"
135000,1229,0,53,3,1134,1,1,0,"OneFam"
82500,861,0,59,1,861,2,1,0,"OneFam"
190000,1867,0,16,2,1617,1,1,3,"OneFam"
139600,1733,0,54,4,0,2,2,1,"OneFam"
122000,1383,0,55,2,0,2,1,0,"OneFam"
127500,1689,0,53,3,1436,2,1,1,"OneFam"
121500,1073,0,53,2,1073,1,1,0,"OneFam"
60000,1276,0,51,3,1276,1,1,0,"OneFam"
154400,1639,0,59,3,747,1,1,1,"OneFam"
113000,672,0,59,2,672,1,1,0,"OneFam"
125000,1089,0,55,3,1089,1,1,1,"OneFam"
84000,845,0,52,3,0,1,1,0,"OneFam"
139500,1049,149,25,2,1049,1,2,0,"TwnhsE"
131000,1716,0,1,3,768,1,1,1,"OneFam"
105000,1258,0,59,2,560,1,1,0,"OneFam"
108000,1510,0,59,4,755,1,1,1,"OneFam"
162000,1061,0,18,1,1054,2,1,0,"OneFam"
156500,1338,100,26,2,520,2,1,1,"OneFam"
316600,2132,0,0,1,1496,2,1,1,"OneFam"
271900,2196,234,18,3,2158,3,2,1,"OneFam"
213000,1775,137,16,3,740,2,2,1,"OneFam"
239900,1879,0,15,3,1079,2,2,1,"OneFam"
239500,2020,0,14,3,1128,2,2,1,"OneFam"
131000,2016,0,2,4,0,2,1,1,"OneFam"
118964,1535,0,30,4,0,2,2,0,"Duplex"
153337,1224,275,30,2,1086,2,0,2,"Duplex"
147983,2228,0,30,6,0,2,2,0,"Duplex"
118858,1535,0,30,4,0,2,2,0,"Duplex"
118858,1535,0,30,4,0,2,2,0,"Duplex"
142953,2240,0,30,6,0,2,2,0,"Duplex"
148325,1229,216,30,2,1094,2,0,2,"Duplex"
113722,1513,0,30,4,0,2,2,0,"Duplex"
269500,2787,23,9,6,1168,4,4,2,"Duplex"
269500,2787,23,9,6,1168,4,4,2,"Duplex"
269500,2787,23,9,6,1168,4,4,2,"Duplex"
323262,1680,242,0,1,1555,3,1,1,"OneFam"
297000,1718,336,1,3,1705,3,2,1,"OneFam"
295493,1630,270,1,3,1622,3,2,1,"OneFam"
332000,1720,364,1,3,1720,3,2,1,"OneFam"
239900,1468,0,1,3,1468,3,2,1,"OneFam"
212000,1768,0,2,3,866,2,2,0,"OneFam"
272500,1838,352,1,3,1838,2,2,2,"OneFam"
239000,1800,0,2,2,1800,2,2,0,"OneFam"
220000,1604,180,3,3,1604,2,2,1,"OneFam"
200000,1290,0,2,2,1282,2,2,1,"OneFam"
221800,1254,140,1,2,1254,3,2,0,"OneFam"
194500,1232,82,2,2,1232,2,2,0,"OneFam"
237000,1498,76,3,3,1498,3,2,1,"OneFam"
173000,1422,0,3,3,704,2,2,1,"OneFam"
275000,1644,145,20,2,1518,2,2,1,"OneFam"
233500,1759,0,16,3,1449,2,2,1,"OneFam"
185000,2126,0,42,3,1013,2,2,0,"OneFam"
152000,1040,0,13,3,1040,2,1,0,"OneFam"
143000,990,0,15,3,990,1,1,0,"OneFam"
231500,1764,0,12,3,928,2,2,0,"OneFam"
212000,1661,0,13,3,799,2,2,1,"OneFam"
207000,1463,0,11,3,1463,2,2,0,"OneFam"
145000,1097,0,14,3,1097,2,1,0,"OneFam"
138000,990,0,14,3,990,2,1,0,"OneFam"
197900,1779,0,11,3,866,2,2,0,"OneFam"
204000,1501,183,10,3,1490,2,2,0,"OneFam"
192000,1431,0,10,3,1431,2,2,0,"OneFam"
200000,1772,120,11,3,928,2,2,1,"OneFam"
195000,1660,95,7,3,831,2,2,0,"OneFam"
227000,1573,110,7,3,1573,2,2,0,"OneFam"
230000,1840,0,8,3,944,2,2,0,"OneFam"
187100,1430,0,7,3,1413,2,2,0,"OneFam"
203000,1444,68,8,3,1431,2,2,0,"OneFam"
201000,1492,180,8,3,1492,2,2,1,"OneFam"
124000,1040,136,31,3,1040,0,2,0,"OneFam"
140000,907,76,31,3,907,1,1,0,"OneFam"
134900,914,40,30,2,914,2,1,0,"OneFam"
150500,1040,0,1,3,1040,2,2,0,"OneFam"
136500,864,90,4,3,864,1,1,0,"OneFam"
143500,1268,0,20,3,1268,1,1,0,"OneFam"
133500,864,0,37,3,864,1,1,1,"OneFam"
123000,894,0,37,2,894,2,1,0,"OneFam"
133900,768,0,6,2,768,1,1,0,"OneFam"
133000,768,0,2,2,768,2,1,0,"OneFam"
250000,1611,0,7,3,1569,3,2,0,"OneFam"
254750,2184,198,6,4,1068,2,2,1,"OneFam"
236500,1788,0,8,3,1753,2,2,1,"OneFam"
261500,1872,108,8,3,1299,2,2,1,"OneFam"
313000,2153,204,9,3,1440,3,2,2,"OneFam"
198500,1725,0,7,3,840,2,2,0,"OneFam"
211000,1870,0,8,3,944,2,2,0,"OneFam"
220000,1513,260,9,2,1462,2,2,1,"OneFam"
203000,1504,196,13,3,1504,2,2,1,"OneFam"
279500,1828,164,6,3,1822,2,2,1,"OneFam"
210000,1417,209,11,3,1417,2,2,1,"OneFam"
219500,2034,573,11,3,1057,2,2,0,"OneFam"
191000,1716,0,13,2,880,2,2,1,"OneFam"
178000,1212,0,8,3,1212,2,2,0,"OneFam"
213000,1630,171,8,3,1630,2,2,1,"OneFam"
144000,848,170,5,1,848,2,1,0,"TwnhsE"
140000,848,170,6,1,848,2,1,0,"TwnhsE"
293200,1602,180,2,3,1578,3,2,1,"OneFam"
190000,1728,0,5,3,864,2,2,0,"OneFam"
190000,1500,210,5,3,1500,2,2,0,"OneFam"
173500,1476,0,4,3,738,2,2,0,"OneFam"
170000,1396,0,2,3,608,2,2,1,"OneFam"
108000,1126,0,6,2,0,2,2,0,"OneFam"
167000,1486,0,10,3,1486,2,1,0,"OneFam"
100000,816,0,51,2,816,1,1,1,"OneFam"
198500,1922,500,6,4,0,2,3,1,"OneFam"
159500,1426,140,32,3,690,2,1,0,"OneFam"
127000,1149,0,38,3,1014,1,1,0,"OneFam"
125000,1125,255,33,3,1041,1,1,1,"OneFam"
320000,1698,340,1,3,1698,3,2,1,"OneFam"
145500,1072,80,3,2,547,2,1,0,"TwnhsE"
118000,698,0,1,2,698,0,1,0,"OneFam"
85000,876,0,50,3,876,1,1,0,"OneFam"
120000,1368,0,59,3,1078,1,1,0,"OneFam"
98000,1529,0,59,4,0,1,2,0,"OneFam"
99900,864,0,59,2,864,0,1,0,"OneFam"
82000,944,0,57,2,0,2,1,0,"OneFam"
119900,1678,74,50,6,1678,0,2,0,"Duplex"
103500,1560,259,53,2,1150,1,1,1,"OneFam"
112000,960,0,53,3,672,1,1,0,"OneFam"
110000,1196,0,9,3,684,2,1,0,"OneFam"
122000,1298,0,59,3,720,1,1,2,"OneFam"
117000,1604,0,49,3,984,2,2,0,"OneFam"
160000,1268,88,59,3,832,1,1,2,"OneFam"
159434,1520,0,9,3,793,1,1,0,"OneFam"
60000,438,0,59,1,290,1,1,0,"OneFam"
139500,1489,0,59,3,778,1,2,1,"OneFam"
197000,3082,0,39,5,824,2,2,2,"OneFam"
105000,1242,0,59,3,583,1,1,1,"OneFam"
135000,1981,0,59,4,1122,2,2,2,"OneFam"
147500,1232,0,9,3,816,2,1,1,"OneFam"
137450,1608,0,19,3,976,1,2,1,"OneFam"
155000,1135,0,2,3,560,2,1,0,"OneFam"
177000,1913,0,59,3,896,2,1,1,"OneFam"
145000,1477,0,59,3,861,1,2,1,"OneFam"
137000,1228,0,19,3,600,1,1,1,"OneFam"
234000,2080,0,5,3,1276,1,1,2,"OneFam"
205000,1567,0,59,2,840,2,1,2,"OneFam"
177500,1494,0,59,3,771,1,1,2,"OneFam"
160000,1308,0,59,2,728,1,1,2,"OneFam"
155000,1273,0,49,2,1273,1,1,0,"OneFam"
163500,964,0,3,2,876,2,1,0,"OneFam"
154900,1343,0,59,3,731,1,1,1,"OneFam"
205000,2480,0,59,5,920,2,2,2,"Duplex"
144800,1112,0,55,2,1112,1,1,1,"OneFam"
174500,1564,0,59,3,704,1,1,1,"OneFam"
193000,1561,132,49,3,1561,2,2,1,"OneFam"
158000,1523,0,4,3,1067,1,2,1,"OneFam"
158500,1152,0,5,3,1092,1,1,1,"OneFam"
224000,1906,420,55,3,1310,2,1,2,"OneFam"
115000,1032,0,29,2,516,2,1,1,"Twnhs"
137000,1229,0,17,2,561,2,1,1,"TwnhsE"
121000,1229,0,29,2,561,2,1,1,"Twnhs"
124000,1229,0,29,2,561,2,1,1,"TwnhsE"
208000,1982,242,23,3,572,2,2,1,"OneFam"
315000,2365,0,0,3,1803,2,2,2,"OneFam"
222000,1680,260,2,3,880,2,2,1,"OneFam"
147000,1344,0,12,3,672,1,1,0,"OneFam"
123000,2168,0,16,5,760,2,2,0,"OneFam"
78000,1192,0,59,3,596,1,1,0,"OneFam"
85000,1526,0,27,2,1013,0,1,0,"OneFam"
75000,572,0,59,2,572,1,1,0,"OneFam"
230000,1648,174,1,2,1596,2,2,1,"TwnhsE"
57625,810,0,59,1,0,1,1,0,"OneFam"
251000,2052,0,8,3,1107,3,2,1,"OneFam"
239686,2149,0,6,1,1434,2,1,1,"OneFam"
240000,1710,108,4,3,1710,2,2,1,"OneFam"
215000,1961,0,7,3,804,2,2,1,"OneFam"
156450,926,0,32,2,902,1,1,1,"OneFam"
173000,1287,0,32,2,957,2,1,2,"OneFam"
126000,1734,0,32,4,0,2,2,0,"Duplex"
173000,1217,0,18,3,1188,2,2,0,"OneFam"
152000,1595,0,18,2,1582,2,2,0,"OneFam"
137500,1344,541,51,3,819,2,1,1,"OneFam"
375000,2036,0,44,3,2136,2,2,2,"OneFam"
315500,1620,70,1,2,1620,3,2,1,"OneFam"
224500,1692,0,0,3,846,2,2,0,"OneFam"
410000,2036,246,1,3,2190,3,2,1,"OneFam"
316500,1641,406,1,3,1641,3,2,0,"OneFam"
201000,1466,0,2,3,1466,3,2,0,"OneFam"
175000,1412,0,21,3,1392,2,2,1,"OneFam"
204000,2237,0,3,3,712,2,2,1,"OneFam"
213500,1479,310,20,3,1645,2,2,1,"OneFam"
220000,1296,136,7,2,1267,2,2,0,"OneFam"
170000,2014,0,6,3,912,2,2,0,"OneFam"
315000,1838,584,3,2,1838,3,2,1,"OneFam"
425000,1978,290,2,2,1978,3,2,1,"OneFam"
139500,1008,182,41,3,1008,1,1,0,"OneFam"
115000,1771,75,3,3,0,2,1,1,"OneFam"
162000,1204,320,11,2,1204,2,2,0,"TwnhsE"
165000,1224,425,10,2,1224,2,2,0,"TwnhsE"
91000,988,0,36,2,462,1,1,0,"Twnhs"
130000,874,0,41,3,864,1,1,0,"OneFam"
86000,630,0,7,1,630,1,1,0,"Twnhs"
160000,1404,176,9,3,1188,2,2,1,"OneFam"
80000,630,0,39,1,630,1,1,0,"TwnhsE"
97000,1344,0,1,3,546,0,1,1,"Twnhs"
88000,1092,0,39,3,546,1,1,0,"TwnhsE"
131900,796,0,37,2,796,1,1,0,"OneFam"
131250,1091,0,13,2,384,1,1,0,"OneFam"
165500,1110,104,31,1,1097,2,1,1,"OneFam"
112000,833,0,24,3,833,0,1,0,"OneFam"
149000,883,0,16,2,828,2,1,1,"OneFam"
143000,1362,0,14,1,796,2,1,0,"OneFam"
130000,1287,0,17,3,624,2,1,0,"OneFam"
196000,1567,0,32,2,1567,2,2,2,"OneFam"
173000,1632,178,40,4,784,2,1,1,"OneFam"
176500,1414,0,6,3,1184,2,1,1,"OneFam"
237500,2117,0,38,4,1205,2,2,2,"OneFam"
206900,2112,0,39,4,952,2,2,2,"OneFam"
187500,1604,0,10,3,926,2,2,1,"OneFam"
165000,1470,119,12,3,680,2,2,1,"OneFam"
195500,1604,0,10,3,926,2,2,0,"OneFam"
192000,1638,0,10,3,943,2,2,2,"OneFam"
173000,1636,0,12,3,916,2,2,1,"OneFam"
177900,1384,0,11,3,1348,2,2,0,"OneFam"
175000,1446,0,11,3,729,2,2,1,"OneFam"
286000,1593,0,6,0,1593,2,1,1,"TwnhsE"
247900,1682,0,11,1,1664,2,1,1,"OneFam"
180000,1337,0,15,2,1337,2,2,1,"TwnhsE"
180000,1280,0,16,2,1280,2,2,0,"TwnhsE"
181000,1604,0,10,3,926,2,2,1,"OneFam"
